student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json
304,John Collier ,18 years,,ninety,457.743.1966,Mathewsland,?ali@@gmail..com,2019-07-01T14:27:24,python,98,pending,-2,excellent,USD 223,06/08/2015 05:05 PM,UZ 100024 Tashkent West Jessicafurt,"{'hobbies': ['lose', 'reach'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 4}, 'soft': ['table', 'someone']}, 'family': {'siblings': 1, 'income': {'father': 856, 'mother': 1449}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}"
305,Kenneth Mcdonald,18,male,,(152)786-4631x53723,Aliciaton,mind,1983-01-27,data-sciens,,pending,-2,excellent,USD 146,2003.03.06,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['modern', 'exactly'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 3}, 'soft': ['put', 'central']}, 'family': {'siblings': 0, 'income': {'father': 1331, 'mother': 223}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}"
306,Kayla Martinez ,18 years,FEMALE,,,Nelsonshire,   singhmicheal@gmail.com  ,1694844067,ds,105,active,0,,"243,00",1997-11-20T20:49:58,"Christopherhaven 7-kv, dom 45, Tashkent","{'hobbies': ['cost', 'computer'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 5}, 'soft': ['safe', 'manager']}, 'family': {'siblings': 5, 'income': {'father': 363, 'mother': 462}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]}"
307,Ruth Edwards,21,Male,65,001-739-105-6737x8553,Johnmouth,brother,2003-04-17T14:53:03,d.s.,,pending,4.47,  excellent  ,"133,00",1980-08-28T01:19:06,"Apartment 44, Jonesmouth district, Tashkent, UZ, 100100",INVALID_JSON_DATA
308,Kyle Brown,,fmale,,+1-723-892-5634x4761,West Jennifer,health,1625722146,Pyhton,116,pending,-2,excellent,56 USD,1985/05/22,"1120 Brittany Cliffs Suite 826, New Jordan","{'hobbies': ['conference', 'citizen'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 1}, 'soft': ['outside', 'ball']}, 'family': {'siblings': 5, 'income': {'father': 951, 'mother': 988}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}"
309,,18,femlae,68,792.197.1892x368,Lake Andreaburgh,?ali@@gmail..com,2005-11-26T00:49:43,DATA SCIENCE,71,inactive,-2,good,$131,1976-06-21T23:43:21,"10040 West Lakes Suite 279, East Samanthaland","{hobbies:['serve', 'knowledge']}"
310,Rachel Parker,21,Male,65,,Jordanberg,,1974-01-07,python,110%,inactive,four point five,,USD 149,2015-02-09T14:36:27,UZ 100076 Tashkent Port Lauren,"{'hobbies': ['suddenly', 'culture'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 5}, 'soft': ['head', 'old']}, 'family': {'siblings': 3, 'income': {'father': 526, 'mother': 1121}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2020}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}"
311,Katherine Clark ,20,fmale,97,,East Gabriellamouth,someonegmail.com,24/04/2025 08:11 PM,data_sciense,110%,active,,good,"197,00",1999-06-26T03:58:13,"Michaelburgh 6-kv, dom 30, Tashkent",INVALID_JSON_DATA
312,,18 years,MALE,ninety,(207)457-8185x22467,Lake Jasmine,?ali@@gmail..com,06/10/2001 07:42 PM,data-sciens,110,active,4.29,excellent,298.0,1997-01-05,"Sharonland 2-kv, dom 45, Tashkent","{'hobbies': ['far', 'officer'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 3}, 'soft': ['sure', 'son']}, 'family': {'siblings': 3, 'income': {'father': 1378, 'mother': 513}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}"
313,Willie Hoover , 20 ,female,,001-903-025-6001x9218,Fullermouth,holmessteven@hotmail.com,2009/12/25,Pyhton,,inactive,-2,average,248.0,1980/05/04,"Murraymouth 19-kv, dom 29, Tashkent","{'hobbies': ['pass', 'staff'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 1}, 'soft': ['specific', 'reduce']}, 'family': {'siblings': 3, 'income': {'father': 508, 'mother': 1273}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2015}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}"
314,Jennifer Johnson ,18 years,FEMALE,,+1-149-210-2553,Turnerberg,?ali@@gmail..com,2002-02-04T04:27:49,PYTHNO,66,pending,"3,7",  excellent  ,$154,2024.06.23,"Apartment 15, Pittmanchester district, Tashkent, UZ, 100280",INVALID_JSON_DATA
315,Joanne Lopez ,twenty,MALE,ninety,979-439-5549x610,Adrianabury,,2024.04.05,python,110%,inactive,15.5,average,USD 98,1973/10/08,"02174 Jennifer Greens Apt. 839, Morenomouth","{hobbies:['response', 'note']}"
316,Michele Hogan , 20 ,Male,,+1-807-995-5165x799,Burgessside,ssmith@hotmail.com,1980-05-22T02:05:36,Data Science,110%,active,15.5,average,128 USD,1982-12-24,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['operation', 'toward'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 4}, 'soft': ['performance', 'building']}, 'family': {'siblings': 3, 'income': {'father': 869, 'mother': 375}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}"
317,Mackenzie Haas ,19,Female,64,,New Bruce,,1976-09-05T17:43:53,ds,110%,pending,-2,,128,1988/02/06,"New Charles 14-kv, dom 1, Tashkent","{'hobbies': ['capital', 'produce'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 3}, 'soft': ['over', 'condition']}, 'family': {'siblings': 3, 'income': {'father': 1137, 'mother': 881}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
318,Sarah Perez MD ,19,male,75,,East Erik,ericphillips@@ramirez.com,1675812784,data_sciense,,pending,0,good,USD 216,1626442906,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['stand', 'father'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 1}, 'soft': ['meeting', 'parent']}, 'family': {'siblings': 5, 'income': {'father': 824, 'mother': 1340}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}"
319,Carolyn Moreno,22,Male,82,,West Randy,williamslarry@hotmail.com,1986-08-30,python,110%,pending,15.5,  excellent  ,"230,00",1667010264,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['responsibility', 'read'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 1}, 'soft': ['civil', 'shoulder']}, 'family': {'siblings': 1, 'income': {'father': 319, 'mother': 400}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}"
320,Joshua Ross ,20,,67,001-676-885-1567x322,Stanleymouth,?ali@@gmail..com,2023.08.04,PYTHNO,97,pending,four point five,average,175 USD,2012/12/04,"6771 Miller Crescent, Port Sarah","{""hobbies"": [""great"", ""necessary""], ""skills"": {""tech"": {""python"": 3, ""excel"": 4, ""sql"": 3}, ""soft"": [""sometimes"", ""president""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 635, ""mother"": 304}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2024}]}"
321,Shawn Collins ,22,Female,,,Brittanyburgh,someonegmail.com,1985-01-05,ds,,pending,"3,7",excellent,"193,00",1600182576,"Apartment 25, New Dawnburgh district, Tashkent, UZ, 100666","{'hobbies': ['evening', 'animal'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 1}, 'soft': ['page', 'woman']}, 'family': {'siblings': 3, 'income': {'father': 1288, 'mother': 465}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2017}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}"
322,Antonio Bryan ,22,Female,ninety,,Lake Helen,adavis@hotmail.com,2010.04.14,ds,87,inactive,four point five,good,USD 221,2025/05/15,"Apartment 19, East Connie district, Tashkent, UZ, 100047","{""hobbies"": [""bring"", ""sea""], ""skills"": {""tech"": {""python"": 4, ""excel"": 2, ""sql"": 3}, ""soft"": [""heart"", ""thank""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 721, ""mother"": 564}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2022}]}"
323,Barry Oneill,22,fmale,87,,East Emilyport,investment,1991-03-26,DATA SCIENCE,,active,15.5,excellent,279,2011-07-28,"316 Elizabeth Run, South Jamesport","{""hobbies"": [""moment"", ""also""], ""skills"": {""tech"": {""python"": 5, ""excel"": 3, ""sql"": 1}, ""soft"": [""operation"", ""pretty""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 471, ""mother"": 1028}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}"
324,,,female,65,(786)048-2231,Jillside,?ali@@gmail..com,2013.10.16,data-sciens,110%,pending,-2,,187.0,1692221384,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
325,Nicholas Bell, 20 ,FEMALE,ninety,,Bowenfort,?ali@@gmail..com,2000-07-12,DATA SCIENCE,110%,pending,15.5,  excellent  ,223.0,1979-03-19T08:45:49,UZ 100190 Tashkent North Miranda,"{hobbies:['prepare', 'heavy']}"
326,Micheal Knapp,twenty,female,87,544.113.4366x966,Lauraport,thomaswilliams@@gmail.com,1665000325,data-sciens,64,active,four point five,  excellent  ,229.0,25/03/2011 07:47 AM,"West Robertburgh 4-kv, dom 9, Tashkent","{'hobbies': ['evidence', 'start'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 5}, 'soft': ['call', 'per']}, 'family': {'siblings': 3, 'income': {'father': 1235, 'mother': 1300}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2017}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}"
327,,21,,ninety,382.405.8081,Lake Christopher,johnsonjames@@mcdonald-smith.com,2002-04-17,Pyhton,96,active,"3,7",average,$140,1984-08-23T21:23:37,"Apartment 11, Port Calebtown district, Tashkent, UZ, 100670","{""hobbies"": [""others"", ""you""], ""skills"": {""tech"": {""python"": 1, ""excel"": 1, ""sql"": 3}, ""soft"": [""serious"", ""onto""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 1218, ""mother"": 581}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2021}]}"
328,,19,Female,ninety,744-565-4885x74657,Rossborough,?ali@@gmail..com,1998/07/13,python,,inactive,4.02,  excellent  ,$167,1620752342,UZ 100074 Tashkent New Rodney,"{hobbies:['charge', 'energy']}"
329,,twenty,Male,ninety,(646)635-8123x24076,North Rodneychester,?ali@@gmail..com,1974/07/10,ds,110%,pending,0,good,$106,27/09/2018 07:54 PM,"607 Torres Brook Suite 210, South Joy","{'hobbies': ['institution', 'forget'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 4}, 'soft': ['go', 'prepare']}, 'family': {'siblings': 1, 'income': {'father': 1324, 'mother': 1202}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}"
330,Joseph Johnson ,,male,ninety,(024)744-6407,Luisport,johnyoung@yahoo.com,1998-09-06T02:39:28,ds,110%,inactive,four point five,good,"57,00",25/06/1996 02:28 AM,UZ 100700 Tashkent Shaunfort,"{'hobbies': ['spring', 'either'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 4}, 'soft': ['region', 'court']}, 'family': {'siblings': 0, 'income': {'father': 574, 'mother': 1222}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}"
331,,20,MALE,,,Zacharyside,?ali@@gmail..com,2000-02-05,Pyhton,110%,inactive,four point five,,262.0,2001-01-11,"BROKEN,ADDRESS,DATA,,,","{hobbies:['fund', 'study']}"
332,,21,fmale,93,+1-493-865-9765x810,Jennaborough,brianmarsh@yahoo.com,1998/09/27,ds,,inactive,0,excellent,USD 140,02/07/2013 10:31 PM,"West Patrickberg 13-kv, dom 41, Tashkent","{'hobbies': ['dinner', 'cause'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 3}, 'soft': ['traditional', 'security']}, 'family': {'siblings': 2, 'income': {'father': 843, 'mother': 1477}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}"
333,,20,female,57,001-883-492-9817,Deanberg,   doughertydavid@carrillo-decker.com  ,2009/05/18,d.s.,110%,inactive,"3,7",  excellent  ,246,1978-09-18,"South Kylebury 23-kv, dom 5, Tashkent","{hobbies:['may', 'beautiful']}"
334,Fred Griffith,18 years,Male,70,,South Lynnberg,someonegmail.com,1995.06.11,data science,88,inactive,15.5,  excellent  ,"67,00",2020-02-29,"BROKEN,ADDRESS,DATA,,,","{hobbies:['audience', 'bed']}"
335,David Taylor ,,female,,,Haroldborough,?ali@@gmail..com,05/08/1991 09:18 PM,data_sciense,110%,inactive,3.2,good,91 USD,1991/07/23,"Apartment 15, North Angela district, Tashkent, UZ, 100462","{'hobbies': ['during', 'social'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 2}, 'soft': ['for', 'mission']}, 'family': {'siblings': 2, 'income': {'father': 433, 'mother': 628}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}"
336,Shane Orr,20,fmale,,+1-808-007-2980x18878,Lake Lance,odommeredith@yahoo.com,1694242456,Pyhton,,pending,"3,7",excellent,$166,1993-06-13,"Apartment 4, Thomasport district, Tashkent, UZ, 100098",INVALID_JSON_DATA
337,Timothy Booth ,18 years,fmale,,001-131-188-4606,Rogersport,someonegmail.com,2004/11/21,data science,70,inactive,"3,7",  excellent  ,USD 290,1971/02/05,UZ 100264 Tashkent Williamsmouth,"{hobbies:['network', 'democratic']}"
338,,19,fmale,74,3527855070,North Teresa,,2008-11-19T19:42:27,d.s.,,active,,good,288 USD,1693413499,UZ 100563 Tashkent East Nicole,INVALID_JSON_DATA
339,,19,Female,ninety,,Port Justinshire,amber74@hotmail.com,14/08/2011 04:51 AM,PYTHNO,110%,inactive,4.38,,130,2023/11/04,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['beat', 'theory'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 3}, 'soft': ['upon', 'relate']}, 'family': {'siblings': 3, 'income': {'father': 1156, 'mother': 1047}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]}"
340,James Smith ,19,,70,+1-059-088-7861x42811,West Lisamouth,of,2021/08/26,python,110%,active,-2,,USD 176,1987-11-27T22:22:06,"Jessicaton 1-kv, dom 15, Tashkent",INVALID_JSON_DATA
341,Danielle Coleman,19,female,90,,East Chloefurt,someonegmail.com,1604193802,data science,110%,pending,4.3,  excellent  ,USD 299,2004-04-15T15:11:36,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['drive', 'outside'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 5}, 'soft': ['thing', 'several']}, 'family': {'siblings': 1, 'income': {'father': 1251, 'mother': 799}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}"
342,Dylan May,,female,73,,Aaronberg,probably,1972.03.16,d.s.,,inactive,-2,average,227,2023/10/20,"Apartment 36, Glennmouth district, Tashkent, UZ, 100438","{'hobbies': ['friend', 'work'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 2}, 'soft': ['black', 'in']}, 'family': {'siblings': 3, 'income': {'father': 324, 'mother': 1139}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}"
343,Leah Anderson,18,Male,ninety,365-090-3299x95429,East Thomasview,michaelchase@hotmail.com,19/10/2012 12:24 PM,Pyhton,69,active,0,,203,2006-08-23,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
344,April Bennett ,19,Female,,3462150714,Norrismouth,someonegmail.com,1986-03-20T16:56:54,python,98,inactive,four point five,,USD 182,1978-02-01,"BROKEN,ADDRESS,DATA,,,","{hobbies:['class', 'his']}"
345,,twenty,,68,(029)084-6617,West Tyler,jeffreyjohnston@@baldwin.org,1987/04/23,Pyhton,110%,active,"3,7",average,186 USD,1685339674,"Coltonborough 27-kv, dom 21, Tashkent","{'hobbies': ['whom', 'price'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 5}, 'soft': ['place', 'debate']}, 'family': {'siblings': 2, 'income': {'father': 290, 'mother': 315}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}"
346,Amy Cole , 20 ,femlae,68,(712)316-8833x69278,East Samanthachester,jenniferlevy@@carlson-caldwell.com,1977-05-05T20:37:10,data science,114,pending,-2,good,$224,2006-11-12,UZ 100226 Tashkent Port Jimmyberg,"{'hobbies': ['else', 'scientist'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 2}, 'soft': ['whether', 'rock']}, 'family': {'siblings': 5, 'income': {'father': 381, 'mother': 899}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}"
347,William Bright,21,,51,001-063-974-6472x8189,Carterbury,   david32@yahoo.com  ,2003-09-17,Data Science,,active,"3,7",good,USD 234,2009-09-05T15:17:09,"North Scott 5-kv, dom 9, Tashkent","{'hobbies': ['unit', 'send'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 2}, 'soft': ['always', 'order']}, 'family': {'siblings': 1, 'income': {'father': 740, 'mother': 774}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}"
348,Julie Gill,22,,67,,Samuelstad,?ali@@gmail..com,2004/06/14,d.s.,,inactive,"3,7",,73,1970.01.08,"Apartment 24, West James district, Tashkent, UZ, 100774","{'hobbies': ['source', 'person'], 'skills': {'tech': {'python': 2, 'excel': 4, 'sql': 4}, 'soft': ['trouble', 'effect']}, 'family': {'siblings': 2, 'income': {'father': 363, 'mother': 669}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}"
349,,18 years,Male,86,4397702170,Nunezberg,   lewispaula@allen.info  ,1986/08/31,Pyhton,67,active,,good,161 USD,1993-02-17,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['generation', 'report'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 3}, 'soft': ['fire', 'ability']}, 'family': {'siblings': 3, 'income': {'father': 449, 'mother': 549}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}"
350,Megan Nelson ,22,fmale,,,Sandrabury,?ali@@gmail..com,2020.10.01,Pyhton,70,active,,excellent,$191,1667502881,"655 Angelica Plaza Suite 842, Hickshaven","{""hobbies"": [""hold"", ""thus""], ""skills"": {""tech"": {""python"": 4, ""excel"": 1, ""sql"": 1}, ""soft"": [""thank"", ""current""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1220, ""mother"": 1488}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}"
351,Russell Zimmerman ,twenty,femlae,93,,Port Traceyville,likely,1676855591,data_sciense,,active,"3,7",average,89 USD,01/01/2021 01:26 AM,"955 Matthew Row, Angelaside","{'hobbies': ['own', 'tell'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 2}, 'soft': ['share', 'force']}, 'family': {'siblings': 0, 'income': {'father': 1394, 'mother': 719}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}"
352,Robert Mack,19,Female,76,001-533-284-4792x0493,South April,someonegmail.com,10/07/2011 08:23 AM,DATA SCIENCE,71,pending,0,average,168 USD,1988-01-27,"3169 Brenda Place Suite 788, North Theodore",INVALID_JSON_DATA
353,Mark Grant ,18,Female,83,,Brownton,someonegmail.com,1624480775,data-sciens,,inactive,0,,93 USD,2020-05-23T03:37:19,UZ 100049 Tashkent New Wendymouth,"{hobbies:['individual', 'reality']}"
354,Tamara Branch,22,female,88,(592)926-6249x1888,Port Michelle,,2006/05/16,data science,,inactive,"3,7",good,USD 187,2005-03-31,UZ 100250 Tashkent Wallacechester,"{'hobbies': ['example', 'view'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 1}, 'soft': ['like', 'speech']}, 'family': {'siblings': 3, 'income': {'father': 625, 'mother': 271}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}"
355,,18 years,,,,New Jacob,?ali@@gmail..com,02/09/2022 07:50 PM,PYTHNO,110%,pending,0,,222,2011-11-25T16:56:38,"Apartment 29, South Anna district, Tashkent, UZ, 100327","{""hobbies"": [""evening"", ""that""], ""skills"": {""tech"": {""python"": 4, ""excel"": 5, ""sql"": 4}, ""soft"": [""main"", ""soon""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1434, ""mother"": 1280}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2023}]}"
356,,,Female,64,,Lake Crystalfort,body,2013-07-21,data science,64,pending,0,excellent,123 USD,2014-08-29T09:15:54,"Jonathanmouth 26-kv, dom 24, Tashkent","{'hobbies': ['indicate', 'unit'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 1}, 'soft': ['design', 'arrive']}, 'family': {'siblings': 1, 'income': {'father': 1391, 'mother': 1437}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}"
357,Vanessa Thomas,twenty,fmale,100,587.071.0517,New Mark,including,1979-03-17,data-sciens,110,pending,15.5,,286.0,1986.04.07,"Apartment 41, East George district, Tashkent, UZ, 100734","{hobbies:['sort', 'need']}"
